inventory_id	film_id	store_id	last_update
326	73	1	2/15/2006 10:09:17 AM
327	73	1	2/15/2006 10:09:17 AM
328	73	1	2/15/2006 10:09:17 AM
329	73	1	2/15/2006 10:09:17 AM
330	73	2	2/15/2006 10:09:17 AM
331	73	2	2/15/2006 10:09:17 AM
332	73	2	2/15/2006 10:09:17 AM
333	73	2	2/15/2006 10:09:17 AM
334	74	1	2/15/2006 10:09:17 AM
335	74	1	2/15/2006 10:09:17 AM
336	74	1	2/15/2006 10:09:17 AM
337	74	2	2/15/2006 10:09:17 AM
338	74	2	2/15/2006 10:09:17 AM
339	75	2	2/15/2006 10:09:17 AM
340	75	2	2/15/2006 10:09:17 AM
341	75	2	2/15/2006 10:09:17 AM
342	76	1	2/15/2006 10:09:17 AM
343	76	1	2/15/2006 10:09:17 AM
344	76	1	2/15/2006 10:09:17 AM
345	77	1	2/15/2006 10:09:17 AM
346	77	1	2/15/2006 10:09:17 AM
347	77	1	2/15/2006 10:09:17 AM
348	77	1	2/15/2006 10:09:17 AM
349	77	2	2/15/2006 10:09:17 AM
350	77	2	2/15/2006 10:09:17 AM
351	78	1	2/15/2006 10:09:17 AM
352	78	1	2/15/2006 10:09:17 AM
353	78	1	2/15/2006 10:09:17 AM
354	78	2	2/15/2006 10:09:17 AM
355	78	2	2/15/2006 10:09:17 AM
356	78	2	2/15/2006 10:09:17 AM
357	78	2	2/15/2006 10:09:17 AM
358	79	1	2/15/2006 10:09:17 AM
359	79	1	2/15/2006 10:09:17 AM
360	79	1	2/15/2006 10:09:17 AM
361	79	2	2/15/2006 10:09:17 AM
362	79	2	2/15/2006 10:09:17 AM
363	79	2	2/15/2006 10:09:17 AM
364	80	1	2/15/2006 10:09:17 AM
365	80	1	2/15/2006 10:09:17 AM
366	80	1	2/15/2006 10:09:17 AM
367	80	1	2/15/2006 10:09:17 AM
368	81	1	2/15/2006 10:09:17 AM
369	81	1	2/15/2006 10:09:17 AM
370	81	1	2/15/2006 10:09:17 AM
371	81	1	2/15/2006 10:09:17 AM
372	82	1	2/15/2006 10:09:17 AM
373	82	1	2/15/2006 10:09:17 AM
374	83	1	2/15/2006 10:09:17 AM
375	83	1	2/15/2006 10:09:17 AM
376	83	1	2/15/2006 10:09:17 AM
377	83	2	2/15/2006 10:09:17 AM
378	83	2	2/15/2006 10:09:17 AM
379	84	1	2/15/2006 10:09:17 AM
380	84	1	2/15/2006 10:09:17 AM
381	84	1	2/15/2006 10:09:17 AM
382	84	1	2/15/2006 10:09:17 AM
383	85	2	2/15/2006 10:09:17 AM
384	85	2	2/15/2006 10:09:17 AM
385	85	2	2/15/2006 10:09:17 AM
386	85	2	2/15/2006 10:09:17 AM
387	86	1	2/15/2006 10:09:17 AM
388	86	1	2/15/2006 10:09:17 AM
389	86	1	2/15/2006 10:09:17 AM
390	86	1	2/15/2006 10:09:17 AM
391	86	2	2/15/2006 10:09:17 AM
392	86	2	2/15/2006 10:09:17 AM
393	86	2	2/15/2006 10:09:17 AM
394	86	2	2/15/2006 10:09:17 AM
395	88	2	2/15/2006 10:09:17 AM
396	88	2	2/15/2006 10:09:17 AM
397	88	2	2/15/2006 10:09:17 AM
398	88	2	2/15/2006 10:09:17 AM
399	89	1	2/15/2006 10:09:17 AM
400	89	1	2/15/2006 10:09:17 AM
401	89	1	2/15/2006 10:09:17 AM
402	89	2	2/15/2006 10:09:17 AM
403	89	2	2/15/2006 10:09:17 AM
404	89	2	2/15/2006 10:09:17 AM
405	90	1	2/15/2006 10:09:17 AM
406	90	1	2/15/2006 10:09:17 AM
407	90	1	2/15/2006 10:09:17 AM
408	90	2	2/15/2006 10:09:17 AM
409	90	2	2/15/2006 10:09:17 AM
410	90	2	2/15/2006 10:09:17 AM
411	91	1	2/15/2006 10:09:17 AM
412	91	1	2/15/2006 10:09:17 AM
413	91	1	2/15/2006 10:09:17 AM
414	91	1	2/15/2006 10:09:17 AM
415	91	2	2/15/2006 10:09:17 AM
416	91	2	2/15/2006 10:09:17 AM
417	91	2	2/15/2006 10:09:17 AM
418	91	2	2/15/2006 10:09:17 AM
419	92	1	2/15/2006 10:09:17 AM
420	92	1	2/15/2006 10:09:17 AM
421	92	2	2/15/2006 10:09:17 AM
422	92	2	2/15/2006 10:09:17 AM
423	93	2	2/15/2006 10:09:17 AM
424	93	2	2/15/2006 10:09:17 AM
425	93	2	2/15/2006 10:09:17 AM
426	94	1	2/15/2006 10:09:17 AM
427	94	1	2/15/2006 10:09:17 AM
428	95	1	2/15/2006 10:09:17 AM
429	95	1	2/15/2006 10:09:17 AM
430	95	2	2/15/2006 10:09:17 AM
431	95	2	2/15/2006 10:09:17 AM
432	95	2	2/15/2006 10:09:17 AM
433	96	1	2/15/2006 10:09:17 AM
434	96	1	2/15/2006 10:09:17 AM
435	96	1	2/15/2006 10:09:17 AM
436	97	1	2/15/2006 10:09:17 AM
437	97	1	2/15/2006 10:09:17 AM
438	97	1	2/15/2006 10:09:17 AM
439	97	1	2/15/2006 10:09:17 AM
440	97	2	2/15/2006 10:09:17 AM
441	97	2	2/15/2006 10:09:17 AM
442	98	1	2/15/2006 10:09:17 AM
443	98	1	2/15/2006 10:09:17 AM
444	98	1	2/15/2006 10:09:17 AM
445	99	1	2/15/2006 10:09:17 AM
446	99	1	2/15/2006 10:09:17 AM
447	99	1	2/15/2006 10:09:17 AM
448	99	2	2/15/2006 10:09:17 AM
449	99	2	2/15/2006 10:09:17 AM
450	99	2	2/15/2006 10:09:17 AM
451	100	1	2/15/2006 10:09:17 AM
452	100	1	2/15/2006 10:09:17 AM
453	100	1	2/15/2006 10:09:17 AM
454	100	1	2/15/2006 10:09:17 AM
455	100	2	2/15/2006 10:09:17 AM
456	100	2	2/15/2006 10:09:17 AM
457	101	1	2/15/2006 10:09:17 AM
458	101	1	2/15/2006 10:09:17 AM
459	101	1	2/15/2006 10:09:17 AM
460	101	1	2/15/2006 10:09:17 AM
461	101	2	2/15/2006 10:09:17 AM
462	101	2	2/15/2006 10:09:17 AM
463	102	2	2/15/2006 10:09:17 AM
464	102	2	2/15/2006 10:09:17 AM
465	103	1	2/15/2006 10:09:17 AM
466	103	1	2/15/2006 10:09:17 AM
467	103	1	2/15/2006 10:09:17 AM
468	103	1	2/15/2006 10:09:17 AM
469	103	2	2/15/2006 10:09:17 AM
470	103	2	2/15/2006 10:09:17 AM
471	103	2	2/15/2006 10:09:17 AM
472	103	2	2/15/2006 10:09:17 AM
473	104	2	2/15/2006 10:09:17 AM
474	104	2	2/15/2006 10:09:17 AM
475	104	2	2/15/2006 10:09:17 AM
476	105	1	2/15/2006 10:09:17 AM
477	105	1	2/15/2006 10:09:17 AM
478	105	2	2/15/2006 10:09:17 AM
479	105	2	2/15/2006 10:09:17 AM
480	105	2	2/15/2006 10:09:17 AM
481	106	1	2/15/2006 10:09:17 AM
482	106	1	2/15/2006 10:09:17 AM
483	107	2	2/15/2006 10:09:17 AM
484	107	2	2/15/2006 10:09:17 AM
485	109	1	2/15/2006 10:09:17 AM
486	109	1	2/15/2006 10:09:17 AM
487	109	1	2/15/2006 10:09:17 AM
488	109	1	2/15/2006 10:09:17 AM
489	109	2	2/15/2006 10:09:17 AM
490	109	2	2/15/2006 10:09:17 AM
491	109	2	2/15/2006 10:09:17 AM
492	109	2	2/15/2006 10:09:17 AM
493	110	1	2/15/2006 10:09:17 AM
494	110	1	2/15/2006 10:09:17 AM
495	110	1	2/15/2006 10:09:17 AM
496	110	1	2/15/2006 10:09:17 AM
497	111	2	2/15/2006 10:09:17 AM
498	111	2	2/15/2006 10:09:17 AM
499	111	2	2/15/2006 10:09:17 AM
500	111	2	2/15/2006 10:09:17 AM
501	112	1	2/15/2006 10:09:17 AM
502	112	1	2/15/2006 10:09:17 AM
503	112	1	2/15/2006 10:09:17 AM
504	112	1	2/15/2006 10:09:17 AM
505	112	2	2/15/2006 10:09:17 AM
506	112	2	2/15/2006 10:09:17 AM
507	112	2	2/15/2006 10:09:17 AM
508	113	2	2/15/2006 10:09:17 AM
509	113	2	2/15/2006 10:09:17 AM
510	113	2	2/15/2006 10:09:17 AM
511	113	2	2/15/2006 10:09:17 AM
512	114	1	2/15/2006 10:09:17 AM
513	114	1	2/15/2006 10:09:17 AM
514	114	1	2/15/2006 10:09:17 AM
515	114	1	2/15/2006 10:09:17 AM
516	114	2	2/15/2006 10:09:17 AM
517	114	2	2/15/2006 10:09:17 AM
518	114	2	2/15/2006 10:09:17 AM
519	115	1	2/15/2006 10:09:17 AM
520	115	1	2/15/2006 10:09:17 AM
521	115	1	2/15/2006 10:09:17 AM
522	115	2	2/15/2006 10:09:17 AM
523	115	2	2/15/2006 10:09:17 AM
524	115	2	2/15/2006 10:09:17 AM
525	115	2	2/15/2006 10:09:17 AM
526	116	1	2/15/2006 10:09:17 AM
527	116	1	2/15/2006 10:09:17 AM
528	116	2	2/15/2006 10:09:17 AM
529	116	2	2/15/2006 10:09:17 AM
530	116	2	2/15/2006 10:09:17 AM
531	116	2	2/15/2006 10:09:17 AM
532	117	1	2/15/2006 10:09:17 AM
533	117	1	2/15/2006 10:09:17 AM
534	117	1	2/15/2006 10:09:17 AM
535	117	1	2/15/2006 10:09:17 AM
536	117	2	2/15/2006 10:09:17 AM
537	117	2	2/15/2006 10:09:17 AM
538	118	1	2/15/2006 10:09:17 AM
539	118	1	2/15/2006 10:09:17 AM
540	118	1	2/15/2006 10:09:17 AM
541	118	1	2/15/2006 10:09:17 AM
542	118	2	2/15/2006 10:09:17 AM
543	118	2	2/15/2006 10:09:17 AM
544	119	1	2/15/2006 10:09:17 AM
545	119	1	2/15/2006 10:09:17 AM
546	119	1	2/15/2006 10:09:17 AM
547	119	2	2/15/2006 10:09:17 AM
548	119	2	2/15/2006 10:09:17 AM
549	119	2	2/15/2006 10:09:17 AM
550	119	2	2/15/2006 10:09:17 AM
551	120	1	2/15/2006 10:09:17 AM
552	120	1	2/15/2006 10:09:17 AM
553	120	1	2/15/2006 10:09:17 AM
554	121	1	2/15/2006 10:09:17 AM
555	121	1	2/15/2006 10:09:17 AM
556	121	1	2/15/2006 10:09:17 AM
557	121	2	2/15/2006 10:09:17 AM
558	121	2	2/15/2006 10:09:17 AM
559	121	2	2/15/2006 10:09:17 AM
560	122	1	2/15/2006 10:09:17 AM
561	122	1	2/15/2006 10:09:17 AM
562	122	1	2/15/2006 10:09:17 AM
563	122	1	2/15/2006 10:09:17 AM
564	122	2	2/15/2006 10:09:17 AM
565	122	2	2/15/2006 10:09:17 AM
566	122	2	2/15/2006 10:09:17 AM
567	123	1	2/15/2006 10:09:17 AM
568	123	1	2/15/2006 10:09:17 AM
569	123	2	2/15/2006 10:09:17 AM
570	123	2	2/15/2006 10:09:17 AM
571	123	2	2/15/2006 10:09:17 AM
572	124	2	2/15/2006 10:09:17 AM
573	124	2	2/15/2006 10:09:17 AM
574	124	2	2/15/2006 10:09:17 AM
575	125	2	2/15/2006 10:09:17 AM
576	125	2	2/15/2006 10:09:17 AM
577	126	2	2/15/2006 10:09:17 AM
578	126	2	2/15/2006 10:09:17 AM
579	126	2	2/15/2006 10:09:17 AM
580	127	1	2/15/2006 10:09:17 AM
581	127	1	2/15/2006 10:09:17 AM
582	127	1	2/15/2006 10:09:17 AM
583	127	1	2/15/2006 10:09:17 AM
584	127	2	2/15/2006 10:09:17 AM
585	127	2	2/15/2006 10:09:17 AM
586	127	2	2/15/2006 10:09:17 AM
587	127	2	2/15/2006 10:09:17 AM
588	129	1	2/15/2006 10:09:17 AM
589	129	1	2/15/2006 10:09:17 AM
590	129	1	2/15/2006 10:09:17 AM
591	129	2	2/15/2006 10:09:17 AM
592	129	2	2/15/2006 10:09:17 AM
593	129	2	2/15/2006 10:09:17 AM
594	130	1	2/15/2006 10:09:17 AM
595	130	1	2/15/2006 10:09:17 AM
596	130	2	2/15/2006 10:09:17 AM
597	130	2	2/15/2006 10:09:17 AM
598	130	2	2/15/2006 10:09:17 AM
599	130	2	2/15/2006 10:09:17 AM
600	131	1	2/15/2006 10:09:17 AM
601	131	1	2/15/2006 10:09:17 AM
602	131	1	2/15/2006 10:09:17 AM
603	131	1	2/15/2006 10:09:17 AM
604	131	2	2/15/2006 10:09:17 AM
605	131	2	2/15/2006 10:09:17 AM
606	132	1	2/15/2006 10:09:17 AM
607	132	1	2/15/2006 10:09:17 AM
608	132	1	2/15/2006 10:09:17 AM
609	132	1	2/15/2006 10:09:17 AM
610	132	2	2/15/2006 10:09:17 AM
611	132	2	2/15/2006 10:09:17 AM
612	133	1	2/15/2006 10:09:17 AM
613	133	1	2/15/2006 10:09:17 AM
614	133	2	2/15/2006 10:09:17 AM
615	133	2	2/15/2006 10:09:17 AM
616	134	2	2/15/2006 10:09:17 AM
617	134	2	2/15/2006 10:09:17 AM
618	134	2	2/15/2006 10:09:17 AM
619	135	1	2/15/2006 10:09:17 AM
620	135	1	2/15/2006 10:09:17 AM
621	135	1	2/15/2006 10:09:17 AM
622	135	2	2/15/2006 10:09:17 AM
623	135	2	2/15/2006 10:09:17 AM
624	135	2	2/15/2006 10:09:17 AM
625	135	2	2/15/2006 10:09:17 AM
626	136	1	2/15/2006 10:09:17 AM
627	136	1	2/15/2006 10:09:17 AM
628	136	1	2/15/2006 10:09:17 AM
629	137	2	2/15/2006 10:09:17 AM
630	137	2	2/15/2006 10:09:17 AM
631	137	2	2/15/2006 10:09:17 AM
632	137	2	2/15/2006 10:09:17 AM
633	138	1	2/15/2006 10:09:17 AM
634	138	1	2/15/2006 10:09:17 AM
